qid,answer,answer_start,answer_start_relative
1329,Franco,462,0.889792899408284
1330,Two,416,0.11895161290322581
1331,the captain of the title winning team,519,0.34274193548387094
1332,The ribbons that drape the handles are presented in the team colours of the league champions that year.,643,0.5645161290322581
1333,Two of the lions are found above the handles on either side of the trophy,416,0.530241935483871
1334,the green field of play,284,0.6673387096774194
1335,Saudi King Faisal,487,0.8464977645305514
1336,Muammar Gaddafi,548,0.3174366616989568
1337,the old RCC headquarters,265,0.33979135618479883
1338,Alexei Kosygin,684,0.834575260804769
1339,at least five million,168,0.21758569299552907
1340,three,274,0.021601016518424398
1341,105,204,0.18297331639135958
1342,13,251,0.4498094027954257
1343,1925,354,0.0
1344,Knute Rockne,117,0.37738246505717915
1345,David Beaty,128,0.5792682926829268
1346,1890,23,0.07926829268292683
1347,three,63,0.6814024390243902
1348,Memorial Stadium,498,0.0
1349,Virginia Tech Hokies,332,0.9496951219512195
1350,New York City,268,0.34835164835164834
1351,New York Fashion Week,494,0.9307692307692308
1352,New York Fashion Week,494,0.002197802197802198
1353,the Global Language Monitor,722,0.9175824175824175
1354,the New York School,156,0.23076923076923078
1355,Tynwald Hill at St John's,205,0.055491329479768786
1356,only the short title and a summary of the long title,683,0.3884393063583815
1357,(24 June),248,0.3676300578034682
1358,Tynwald Hill at St John's,205,0.11907514450867052
1359,summary of the long title,710,0.27167630057803466
1360,gold,723,0.4431960049937578
1361,Berberi,608,0.3408239700374532
1362,the City of Islam,672,0.9925093632958801
1363,the Arabian Peninsula,130,0.0149812734082397
1364,Red Sea,53,0.23470661672908863
1365,English Great Vowel Shift,314,0.5660091047040972
1366,English,679,0.46889226100151743
1367,women,175,0.5660091047040972
1368,1970s,127,0.6418816388467374
1369,Stroop,478,0.4294385432473445
1370,Henry Yevele,495,0.5635319454414932
1371,Cosmati,571,0.16870064608758076
1372,coronation site,21,0.43000717875089733
1373,The Confessor's shrine,335,0.012203876525484566
1374,Richard II,524,0.07609475951184494
1375,second largest,13,0.20784883720930233
1376,33.6 trillion cubic metres,80,0.07122093023255814
1377,US$4 billion,358,0.8517441860465116
1378,"153,600,000,000 barrels",246,0.6075581395348837
1379,2nd largest,284,0.010174418604651164
1380,Ukrainian Haidamaks,23,0.2618595825426945
1381,Treaty of Küçük Kaynarca,303,0.5161290322580645
1382,1768–1774,288,0.1840607210626186
1383,Bessarabia,133,0.09297912713472485
1384,freedom to worship,363,0.6223908918406073
1385,six editions,654,0.3413098236775819
1386,2010.,255,0.10453400503778337
1387,Heat,247,0.3060453400503778
1388,Pulse,535,0.6423173803526449
1389,Tommy Hilfiger,24,0.8853904282115869
1390,"by increased airway neutrophils, abnormally increased wall thickness, and increased smooth muscle in the bronchi",248,0.9802130898021308
1391,asthma and COPD,187,0.7534246575342466
1392,Chronic obstructive pulmonary disease,0,0.8264840182648402
1393,"corticosteroids, long acting beta agonists, and smoking cessation",481,0.0045662100456621
1394,due to COPD and asthma sharing similar principles of management,416,0.2191780821917808
1395,Gelderland,145,0.10018552875695733
1396,IJssel,169,0.8905380333951762
1397,Dutch,712,0.5046382189239332
1398,Dutch Low Saxon,23,0.4935064935064935
1399,14th to 15th century,382,0.922077922077922
1400,a blackout,422,0.3535075653370014
1401,damage civilian morale,750,0.016506189821182942
1402,London,138,0.5433287482806052
1403,almost six years,493,0.922971114167813
1404,the blackout,515,0.1733149931224209
1405,Brooklyn,130,0.7517321016166282
1406,Queens,771,0.28983833718244806
1407,Fort Hamilton,25,0.1558891454965358
1408,North Atlantic Division,320,0.0
1409,Fort Hamilton,25,0.5069284064665127
1410,Quanzhou and Zhangzhou,45,0.3908450704225352
1411,Quanzhou,182,0.5211267605633803
1412,Taiwanese,78,0.19718309859154928
1413,Malay,652,0.09507042253521127
1414,Zhangzhou speech,269,0.7429577464788732
1415,Gole Market area,532,0.3806818181818182
1416,1912,111,0.8371212121212122
1417,1931,342,0.6079545454545454
1418,Lodhi colony,683,0.24053030303030304
1419,the 1940s,572,0.8390151515151515
1420,"655,884",325,0.12464985994397759
1421,Massachusetts,86,0.1876750700280112
1422,Greater Boston,528,0.8123249299719888
1423,Boston,0,0.634453781512605
1424,warmth is transferred,270,0.46638655462184875
1425,48,267,0.1927710843373494
1426,decreases,150,0.4782205746061168
1427,Antarctica,0,0.32715477293790546
1428,orbital distance,649,0.15291936978683968
1429,"3,000 m",98,0.012048192771084338
1430,"""the greatest degree of perfection""",729,0.5192604006163328
1431,1797,3,0.6255778120184899
1432,"£500,000",240,0.12172573189522343
1433,docks,165,0.31278890600924497
1434,Patrick Colquhoun,9,0.4714946070878274
1435,domestication of the duck took place in the Far East at least 1500 years earlier than in the West,175,0.29544235924932977
1436,"collect wildfowl eggs and put them under a broody hen,",367,0.06273458445040214
1437,ducks did not appear in agricultural texts in Western Europe until about 810 AD,568,0.9308310991957105
1438,Clay models of ducks found in China dating back to 4000 BC may indicate the domestication of ducks took place there during the Yangshao culture,0,0.6820375335120643
1439,"mentioned alongside geese, chickens, and peafowl as being used for rental payments made by tenants to landowners.",671,0.42037533512064346
1440,June 2006,73,0.3313758389261745
1441,Shows,328,0.27936241610738255
1442,In November 2009,459,0.7105704697986577
1443,to create competition,358,0.04278523489932886
1444,"over 6,000 films",769,0.13590604026845637
1445,aphids,144,0.6540642722117203
1446,violently explode,477,0.1001890359168242
1447,parthenogenesis,17,0.16446124763705103
1448,preventive maintenance,729,0.34782608695652173
1449,when subjected to voltages or currents beyond their rating,37,0.7296786389413988
1450,Some,0,0.7338403041825095
1451,parthenogenetic,354,0.7566539923954373
1452,reproduction,297,0.44106463878326996
1453,overheat,363,0.11406844106463879
1454,High voltage vacuum capacitors,611,0.17237008871989862
1455,widescreen cinema,97,0.7869615832363213
1456,MBAFF,706,0.6321303841676368
1457,5:3,23,0.9604190919674039
1458,the IWP11/6 working party,331,0.42840512223515714
1459,16:9,133,0.10593713620488941
1460,the Anglo-Saxon presence,136,0.18990825688073396
1461,dark skin and ample bodies,348,0.771559633027523
1462,traders,90,0.7981651376146789
1463,By the last half of the 19th century,597,0.7981651376146789
1464,Hawaiian squaws,579,0.9385321100917431
1465,Alexander Hamilton,408,0.01179245283018868
1466,Coinage Act of 1792,67,0.38443396226415094
1467,377,682,0.9575471698113207
1468,17,319,0.15330188679245282
1469,the Spanish milled dollar,127,0.23820754716981132
1470,DEFLATE,215,0.9226361031518625
1471,Lempel–Ziv (LZ),4,0.6972301814708691
1472,Brotli,737,0.24641833810888253
1473,LZX,753,0.36198662846227314
1474,LZR,324,0.1279847182425979
1475,Lepidoptera,284,0.11170212765957446
1476,chemicals,723,0.41134751773049644
1477,bright colors,127,0.16312056737588654
1478,sequestering,203,0.7358156028368794
1479,Chemical,0,0.6276595744680851
1480,"incipient species""",243,0.8291770573566085
1481,No one voice,736,0.7107231920199502
1482,late 19th century Southern Freemasonry of the USA,597,0.18079800498753118
1483,generally considered such variations to be limited and unimportant deviations from the archetype of each species,510,0.9875311720698254
1484,variation among individuals of the same species,703,0.11097256857855362
1485,is arbitrary,83,0.1079646017699115
1486,"""species are only strongly marked and permanent varieties""",271,0.035398230088495575
1487,late 19th century Southern Freemasonry of the USA,597,0.30619469026548674
1488,Albert Pike,192,0.8761061946902655
1489,"mysticism, occultism, and even Satanism",135,0.06548672566371681
1490,genocide or complicity in genocide,204,0.9156626506024096
1491,Slobodan Milošević,0,0.2248995983935743
1492,Radovan Karadžić and Ratko Mladić,380,0.35475234270414996
1493,Belgrade,495,0.6519410977242303
1494,He died,138,0.7336010709504686
1495,0.01 to 0.25%,171,0.7586776859504132
1496,Saskatchewan,325,0.1652892561983471
1497,23%,364,0.3256198347107438
1498,Canada,339,0.6363636363636364
1499,borehole,86,0.4826446280991736
1500,some other irrelevant page,407,0.26454709058188364
1501,Clickjacking,0,0.9856028794241152
1502,into an invisible frame controlled by the attacker,748,0.008398320335932814
1503,using multiple transparent or opaque layers,264,0.09598080383923216
1504,Clickjacking,0,0.563887222555489
1505,Abu Muslim,12,0.3168141592920354
1506,Egypt,795,0.34690265486725663
1507,749,355,0.13097345132743363
1508,Nasr ibn Sayyar,273,0.23716814159292035
1509,black flag,188,0.8955752212389381
1510,1790,145,0.3924949290060852
1511,old and corroded,169,0.5730223123732252
1512,"17,500",570,0.6328600405679513
1513,Reflections on the Revolution in France,89,0.7636916835699797
1514,Pierre-Gaëton Dupont,665,0.44016227180527384
1515,June 1791,792,0.6385224274406333
1516,responsibility for environmental causes,279,0.7598944591029023
1517,The presence of companies like Shell,0,0.2532981530343008
1518,new,255,0.39050131926121373
1519,boycott Shell,496,0.5329815303430079
1520,at least five times the maximum AC voltage,761,0.16773162939297126
1521,soccer,334,0.7811501597444089
1522,Supercapacitors store large amounts of energy,76,0.28115015974440893
1523,San Francisco Giants,453,0.9424920127795527
1524,Football,124,0.6916932907348243
1525,Alternating current capacitors,358,0.47852233676975947
1526,up to 5 kF,255,0.4252577319587629
1527,carbon nanotubes,165,0.17096219931271478
1528,City Stadium,545,0.8513745704467354
1529,Georgia,796,0.5945017182130584
1530,Kublai,643,0.46124523506988563
1531,the Karmapa,388,0.7763659466327827
1532,Nanjing,115,0.04701397712833545
1533,the Yongle Emperor,160,0.6060991105463787
1534,1403,32,0.9263024142312579
1535,Master Mason,598,0.4671280276816609
1536,Hiram Abiff,524,0.06920415224913495
1537,"Craft, or Blue Lodge Masonry",128,0.0
1538,at least two,671,0.5294117647058824
1539,lecture,402,0.9273356401384083
1540,"Louis Jones, Jr.",762,0.12682926829268293
1541,Indiana,442,0.11890243902439024
1542,Drug Kingpin Act of 1988,322,0.174390243902439
1543,Violent Crime Control and Law Enforcement Act of 1994,68,0.5701219512195121
1544,June 2001,747,0.5085365853658537
1545,Dagger plot,129,0.3576341127922971
1546,the Plot of the Rue Saint-Nicaise,162,0.19807427785419532
1547,October 1800,145,0.0041265474552957355
1548,the Bourbon family,382,0.7248968363136176
1549,Baden,545,0.859697386519945
1550,within you,620,0.3486590038314176
1551,outside of the true Faith,537,0.9042145593869731
1552,his Church in Alexandria,67,0.4042145593869732
1553,not optional but necessary,237,0.0421455938697318
1554,the true Faith,704,0.578544061302682
1555,Individuals who have a suppressed immune system,295,0.8455188679245284
1556,"when an organism successfully enters the body, grows and multiplies.",17,0.49174528301886794
1557,humans,128,0.0
1558,minimum 10% risk-based,643,0.125
1559,"weak, sick, malnourished, have cancer or are diabetic",174,0.7688679245283019
1560,intracellular,762,0.4156010230179028
1561,9.27%,513,0.3414322250639386
1562,$160 million,168,0.0
1563,Moody's,41,0.6751918158567775
1564,74th in size,99,0.10997442455242967
1565,approximately $20.1 billion,37,0.648881239242685
1566,"around 124,000",637,0.39759036144578314
1567,2020,464,0.9104991394148021
1568,"approximately 119,000",367,0.1944922547332186
1569,April 2008,29,0.7435456110154905
1570,"""heels"" (the ""bad guys"")",765,0.43894009216589863
1571,their reactions can dictate how the performance unfolds.,466,0.8928571428571429
1572,The audience is recognized and acknowledged by the performers as spectators,248,0.5817972350230415
1573,This leads to a high level of audience participation,403,0.7638248847926268
1574,"Often, individual matches will be part of a longer storyline conflict between ""babyfaces"" (often shortened to just ""faces"") and ""heels"".",523,0.8433179723502304
1575,Ronnie McCoury,505,0.48596491228070177
1576,Jim and Jesse,116,0.7228070175438597
1577,syncopated banjo-roll-like style,146,0.6771929824561403
1578,crosspicking,186,0.9350877192982456
1579,Jesse McReynolds,95,0.9912280701754386
1580,nations with overwhelming power and influence in the rest of the world,194,0.7850467289719626
1581,"British Empire, the United States, and the Soviet Union",370,0.5015576323987538
1582,British Empire,452,0.2881619937694704
1583,William T.R. Fox,297,0.22741433021806853
1584,"those nations which exercise a degree of global influence, but are insufficient to be decisive on international affairs",614,0.04984423676012461
1585,3D films,600,0.032342657342657344
1586,3.30,461,0.548951048951049
1587,Gran Turismo 5 Prologue,327,0.10052447552447552
1588,patched,705,0.5183566433566433
1589,Blitz Games,29,0.1888111888111888
1590,Amorites,336,0.03976721629485936
1591,more Semitic than Sumerian,184,0.32104752667313285
1592,3rd,11,0.7710960232783706
1593,for as long as cuneiform was utilized.,792,0.2289039767216295
1594,Ur-Nammu and Shulgi,35,0.49757516973811833
1595,New York City Department of Health and Mental Hygiene,686,0.28435374149659864
1596,one thousand,575,0.8884353741496599
1597,"4,000",366,0.0761904761904762
1598,"24,000",776,0.25170068027210885
1599,"24,000",776,0.4272108843537415
1600,"Pesticides are substances meant for attracting, seducing, and then destroying any pest",0,0.45634266886326197
1601,The most common use of pesticides is as plant protection products,117,0.8698517298187809
1602,sanitizer,827,0.6128500823723229
1603,"protect plants from damaging influences such as weeds, fungi, or insects",242,0.3904448105436573
1604,pesticides are also used for non-agricultural purposes,480,0.2273476112026359
1605,Overmountain Men,669,0.3757791629563669
1606,the British Army,772,0.40427426536064115
1607,Dragging Canoe,124,0.5262689225289403
1608,the Chickamauga,276,0.15939447907390916
1609,Nancy Ward,561,0.8014247551202137
1610,"2,000",28,0.0
1611,500,80,0.5130111524163569
1612,electric lighting,440,0.37732342007434944
1613,Harrigan,722,0.6524163568773235
1614,1880s,507,0.587360594795539
1615,supply chain,252,0.15042735042735042
1616,direct-sales,318,0.6205128205128205
1617,hardware,493,0.49914529914529915
1618,IT services,615,0.20512820512820512
1619,Perot Systems,572,0.4547008547008547
1620,2009,513,0.23729946524064172
1621,"500,000",836,0.2266042780748663
1622,"""No longer""",492,0.5668449197860963
1623,a cast of his left hand.,820,0.3983957219251337
1624,fear of being buried alive,167,0.2767379679144385
1625,fear of being buried alive,167,0.025423728813559324
1626,Clésinger,781,0.7655367231638418
1627,2008–09,85,0.3375706214689266
1628,STV,251,0.5127118644067796
1629,BBC Radio 5 Live,58,0.0
1630,Japan surrendered five weeks earlier,809,0.7883310719131614
1631,during and after World War II,200,0.6974219810040706
1632,Operation Cherry Blossoms at Night,453,0.005427408412483039
1633,fleas infected with plague (Yersinia pestis),532,0.5440976933514247
1634,tens of thousands of civilians,689,0.3337856173677069
1635,9.5%,11,0.07587548638132295
1636,72,477,0.4669260700389105
1637,75,548,0.5505836575875487
1638,2001,230,0.4727626459143969
1639,then federal Treasurer Peter Costello,267,0.04993514915693904
1640,Dorton Arena,652,0.857286432160804
1641,one of several clubs in downtown Raleigh that schedules many concerts,717,0.8060301507537688
1642,The Time Warner Cable Music Pavilion,0,0.471356783919598
1643,Koka Booth Amphitheatre,417,0.10050251256281408
1644,Downtown Raleigh Amphitheater,106,0.08040201005025126
1645,Queens,301,0.7545454545454545
1646,four,98,0.990909090909091
1647,invisible,518,0.08545454545454545
1648,Manhattan,240,0.18727272727272729
1649,"Alpine, Tenafly and Englewood Cliffs",124,0.8454545454545455
1650,atoms,450,0.10520361990950226
1651,New Jersey,179,0.27828054298642535
1652,Bergen County,164,0.13574660633484162
1653,"earth, water, air, fire",115,0.2669683257918552
1654,composite,369,0.04751131221719457
1655,2010,279,0.9138240574506283
1656,Crown Holdings,256,0.6391382405745063
1657,63.9%,134,0.1741472172351885
1658,"""skunked"" beer",488,0.46858168761220825
1659,quality,645,0.6247755834829444
1660,ischaemic heart disease and cerebrovascular disease,195,0.2520775623268698
1661,12%,398,0.2696214219759926
1662,cerebrovascular disease,301,0.4422899353647276
1663,noncommunicable diseases,63,0.11634349030470914
1664,children as well as among women younger than 44 years,533,0.3314866112650046
1665,IP,368,0.36910569105691055
1666,dedicated videoconferencing units,825,0.4666666666666667
1667,the number of simultaneous calls it can handle,543,0.624390243902439
1668,Continuous Presence,676,0.10894308943089431
1669,Multipoint Control Unit (MCU),91,0.08130081300813008
1670,Long Wharf,333,0.0
1671,Fair Haven,623,0.4759825327510917
1672,central business district,83,0.7161572052401747
1673,City Point,272,0.6302765647743813
1674,Fair Haven,623,0.27074235807860264
1675,Appalachians,103,0.4013266998341625
1676,Neasden Temple,644,0.09618573797678276
1677,Tower Hamlets and Newham,477,0.04145936981757877
1678,The Black Mountains,235,0.8872305140961857
1679,Mount Mitchell,318,0.6135986733001658
1680,"6,684 feet",336,0.018404907975460124
1681,Tower Hamlets,127,0.2822085889570552
1682,42,683,0.3660531697341513
1683,Appalachian Mountain range,48,0.3660531697341513
1684,Southall,769,0.7955010224948875
1685,great abbey churches,439,0.15640766902119072
1686,Cistercian Orders,651,0.027245206861755803
1687,The early Medieval periods,251,0.6912209889001009
1688,"by the feudal lords (kings, dukes and other landowners)",135,0.1029263370332997
1689,The Catholic Church,0,0.49949545913218973
1690,messages transmitted along the nerves to the seat of consciousness,381,0.5795454545454546
1691,mental,732,0.21022727272727273
1692,physicist,663,0.48863636363636365
1693,subconsciousness,505,0.8409090909090909
1694,mind,775,0.7954545454545454
1695,AppleWorks,832,0.8350202429149798
1696,"""Pro"" series",256,0.47368421052631576
1697,1998,802,0.0860323886639676
1698,Claris Resolve,456,0.9473684210526315
1699,Claris,49,0.13562753036437247
1700,Rogers Plan,47,0.3453145057766367
1701,Soviet Union,303,0.057766367137355584
1702,SAM missiles,839,0.8369704749679076
1703,recapturing the Suez Canal,498,0.10012836970474968
1704,surrender,723,0.2336328626444159
1705,11th,396,0.16348195329087048
1706,1086,830,0.8266100495399858
1707,1189,554,0.31422505307855625
1708,September,299,0.1337579617834395
1709,R J Mitchell,159,0.5987261146496815
1710,Allied forces,678,0.9381541389153187
1711,creation,22,0.566127497621313
1712,blue,254,0.30352045670789723
1713,Change,829,0.09039010466222645
1714,Rome honoured them,420,0.2055185537583254
1715,lawful,633,0.3291492329149233
1716,immortal gods,224,0.597629009762901
1717,Melbourne,846,0.45676429567642957
1718,1839,3,0.3591352859135286
1719,The bill removed political power from plantation owners who were resisting measures associated with the abolition of slavery.,148,0.805439330543933
1720,Tory,299,0.5033962264150943
1721,Melbourne,846,0.8535849056603774
1722,Portswood,186,0.28
1723,Ye Olde Fighting Cocks,269,0.350188679245283
1724,Nottingham,472,0.16150943396226414
1725,The meeting was to pave the way for a break away from The Football League.,151,0.44905008635578586
1726,England,134,0.809153713298791
1727,The five clubs decided it was a good idea and decided to press ahead with it,465,0.19689119170984457
1728,David Dein,644,0.13126079447322972
1729,Dyke believed that it would be more lucrative for LWT if only the larger clubs in the country were featured on national television,226,0.007772020725388601
1730,"bus, taxi and metro systems",93,0.9366336633663367
1731,121 stations,589,0.7128712871287128
1732,38,236,0.1782178217821782
1733,"each club plays the others twice (a double round-robin system), once at their home stadium and once at that of their opponents, for a total of 38 games.",93,0.7782178217821782
1734,more than 370 routes,202,0.1306930693069307
1735,twice,120,0.248868778280543
1736,Teams receive three points for a win,246,0.1794871794871795
1737,2030,740,0.6591251885369532
1738,three companies,165,0.7450980392156863
1739,During the course of a season (from August to May),42,0.5369532428355958
1740,Mohamed Ali Pasha,330,0.5206766917293233
1741,$56 million,629,0.16353383458646617
1742,1.2 million bales a year,856,0.9774436090225563
1743,M. Jumel,133,0.2669172932330827
1744,"1820's,",87,0.30639097744360905
1745,the carved-top mandolins with f-holes,219,0.0
1746,too soft-toned,314,0.7005128205128205
1747,"flat-topped ""Irish-style"" mandolins",714,0.4276923076923077
1748,WWI-era Martin Army-Navy mandolin,770,0.05333333333333334
1749,"might be adequate for Irish traditional music, virtually all Irish players prefer flat-backed instruments with oval sound holes",47,0.14256410256410257
1750,Greg Mullen,453,0.026455026455026454
1751,The City of Charleston Police Department,0,0.9753086419753086
1752,2005,687,0.06878306878306878
1753,27,97,0.2945326278659612
1754,137,78,0.09347442680776014
1755,Israeli,182,0.48717948717948717
1756,July 1956,3,0.2467948717948718
1757,Eisenhower,567,0.6650641025641025
1758,Anthony Eden,79,0.10096153846153846
1759,France,160,0.9278846153846154
1760,"around 15,000 barrels",210,0.2718078381795196
1761,Freising,835,0.40960809102402024
1762,microbrewery,2,0.93173198482933
1763,1040,847,0.9519595448798989
1764,brewpub,317,0.0050568900126422255
1765,E1 and E2,278,0.33540372670807456
1766,E1 and E2,278,0.9296066252587992
1767,the first nation to start broadcasting in a specific frequency,426,0.1642512077294686
1768,"E1, E2, E5B, and E6",53,0.062111801242236024
1769,four bands,41,0.7674258109040718
1770,seventh,138,0.30280649926144754
1771,encourage young Americans to enroll,306,0.32348596750369274
1772,Iman Crosson,262,0.670605612998523
1773,to more easily engage with citizens,48,0.45790251107828656
1774,creators' new media savvy,790,0.1358936484490399
1775,it violated Electoral College rules,878,0.9361702127659575
1776,All ten electors in the state cast ballots for John Edwards for vice president,259,0.509386733416771
1777,"under that electoral system only votes for the president's position were cast, with the runner-up in the Electoral College becoming vice president",633,0.0
1778,gases,144,0.3304130162703379
1779,John Edwards,174,0.0
1780,internal tubes,106,0.9626666666666667
1781,oxygen,200,0.6586666666666666
1782,circulatory system,331,0.6586666666666666
1783,lungs,43,0.35733333333333334
1784,This was the first time in U.S. history,417,0.208
1785,German language,319,0.10817506193228736
1786,operational dress is now the daily uniform,358,0.6721717588769612
1787,Approved parkas,527,0.5383980181668043
1788,a ceremonial/regimental full dress,730,0.5524360033030553
1789,five tribes,162,0.010734929810074319
1790,king Charlemagne,614,0.3723916532905297
1791,9th,490,0.5008025682182986
1792,"Saxons, Franci, Thuringii, Alamanni and Bavarii",107,0.7688603531300161
1793,service dress,5,0.9293739967897271
1794,"gloves, swords, and medals",109,0.2536115569823435
1795,Christoph Waltz,142,0.31305903398926654
1796,Octopussy,253,0.1001788908765653
1797,Neal Purvis and Robert Wade,627,0.740608228980322
1798,Christoph Waltz.,142,0.4221824686940966
1799,Quantum,757,0.7942754919499105
1800,France,562,0.6286852589641434
1801,1839,253,0.7179282868525897
1802,death penalty,110,0.8207171314741036
1803,Special Imperial Commissioner,155,0.1649402390438247
1804,"1,400 tons",69,0.26772908366533865
1805,Abubacer,12,0.9595375722543352
1806,Hayy,395,0.5173410404624278
1807,Hayy ibn Yaqdhan (Philosophus Autodidactus),121,0.5852601156069365
1808,Al-Ghazali,182,0.015895953757225433
1809,Ibn al-Nafis,241,0.7008670520231214
1810,40 MHz,771,0.9728958630527818
1811,"US$9,900",727,0.005706134094151213
1812,the Macintosh IIci,328,0.04850213980028531
1813,the Macintosh IIx,43,0.8716119828815977
1814,two,879,0.5877318116975749
1815,Damascus,88,0.16522423288749016
1816,capital of the Arab Caliphate,103,0.11959087332808813
1817,"the ""Barada Panel""",682,0.6333595594020456
1818,the Umayyad Mosque,66,0.6011014948859166
1819,a fire,828,0.2879622344610543
1820,Tiny Moore,116,0.8070866141732284
1821,"Marty Stuart, Vince Gill, and Ricky Skaggs",892,0.9704724409448819
1822,Chris Thile of California is,479,0.22244094488188976
1823,half of the comedy duo Homer and Jethro,28,0.328740157480315
1824,jazz mandolinist,98,0.13582677165354332
1825,Terra Soft Solutions,183,0.5369718309859155
1826,Intel,284,0.7394366197183099
1827,Yellow Dog Linux,128,0.09507042253521127
1828,8,403,0.23943661971830985
1829,the U.S. military,737,0.8820422535211268
1830,Msgr. Paul Marcinkus,920,0.08608058608058608
1831,Manila,717,0.36996336996337
1832,the Pilgrim Pope,139,0.9487179487179487
1833,sea king star,224,0.27106227106227104
1834,Rahab,521,0.8241758241758241
1835,Dalain Van,318,0.20509383378016086
1836,god of the sea,270,0.06166219839142091
1837,1964,316,0.024128686327077747
1838,six,44,0.43967828418230565
1839,Poseidon,440,0.10388739946380697
1840,"between each adjective and noun in a string of words, such as a sentence, there must be a rhyme",331,0.3224092116917626
1841,"1,000 hours",821,0.6935341009743136
1842,Giritli Ali Aziz Efendi,601,0.054030115146147036
1843,the 19th century,6,0.8777679362267493
1844,LED,419,0.09743135518157661
1845,"the rules of sec (سجع, also transliterated as seci), or rhymed prose",186,0.08758314855875832
1846,The remaining energy is converted into heat.,218,0.2017738359201774
1847,less efficient,28,0.6286031042128604
1848,2.2%,212,0.17738359201773837
1849,1796,678,0.0033259423503325942
1850,Catholics believe that Mary was not the product of a virginal conception herself but was the daughter of a human father and mother,250,0.9910025706940874
1851,doctrine of the immaculate conception (Mary being conceived free from original sin) is not to be confused with her virginal conception of her son Jesus,4,0.16709511568123395
1852,since the 4th century,574,0.032133676092544985
1853,"1677, the Holy See condemned the belief that Mary was virginally conceived,",451,0.032133676092544985
1854,Saint Joachim and Saint Anne,418,0.41131105398457585
1855,over 100,224,0.24181360201511334
1856,2 September 1945,573,0.9269521410579346
1857,free,299,0.7518891687657431
1858,Tucson Kitchen Musicians Association,392,0.7518891687657431
1859,atomic bombings of Hiroshima and Nagasaki,204,0.17002518891687657
1860,El Presidio Park,122,0.9811320754716981
1861,a new liberal-democratic constitution,855,0.5962264150943396
1862,Shinto Directive,682,0.8264150943396227
1863,the first Saturday and Sunday of May,64,0.39245283018867927
1864,Hiroshima and Nagasaki,223,0.01509433962264151
1865,the French formula,306,0.46921641791044777
1866,their breadth and openness,674,0.9906716417910447
1867,follows the French form,576,0.012126865671641791
1868,Hallenkirchen,913,0.3666044776119403
1869,modular nature,108,0.9710820895522388
1870,gravity was a force of attraction,283,0.1778127458693942
1871,a placeholder and a decimal digit,368,0.03933910306845004
1872,"sine, versine, cosine and inverse sine",140,0.003933910306845004
1873,476-550,47,0.24154209284028325
1874,Arabic,489,0.2863886703383163
1875,Shuji Nakamura,375,0.7408536585365854
1876,Dr. Moustakas,173,0.4740853658536585
1877,BlueRay,852,0.3307926829268293
1878,tablets,926,0.11128048780487805
1879,1980s,12,0.8094512195121951
1880,upgrading facility,300,0.825511432009627
1881,1 million barrels,839,0.6919374247894103
1882,Dr. Karl Clark,421,0.4404332129963899
1883,1920s,476,0.9338146811070999
1884,syncrude,35,0.9338146811070999
1885,Gospel of John,4,0.020833333333333332
1886,at the altar,654,0.020833333333333332
1887,certain Feast days,907,0.6277173913043478
1888,a result of Athanasius,245,0.8297101449275363
1889,the Divinity of Jesus,67,0.5344202898550725
1890,6 miles (9.7 km) west of Metz,139,0.03532277710109622
1891,18 August,52,0.6248477466504263
1892,Marshal François-Achille Bazaine,683,0.2046285018270402
1893,The Battle of Gravelotte,0,0.049939098660170524
1894,Count Helmuth von Moltke,417,0.7831912302070646
1895,Mali Empire (for which Mali is named),120,0.29634831460674155
1896,France seized control of Mali,474,0.375
1897,1960,645,0.6713483146067416
1898,three,34,0.8019662921348315
1899,"Mali as a democratic, multi-party state",938,0.0
1900,European Telecoms Package,892,0.350635593220339
1901,safe harbor,429,0.6366525423728814
1902,no obligation to monitor,638,0.006355932203389831
1903,Digital Millennium Copyright Act,9,0.7182203389830508
1904,mere conduit,535,0.19703389830508475
1905,Annunciation of our Lady,624,0.01529051987767584
1906,February 2,434,0.154434250764526
1907,New Year's Day,565,0.5657492354740061
1908,the Purification of the Blessed Virgin Mary,387,0.7140672782874617
1909,31 May,753,0.9908256880733946
1910,1930,657,0.6530343007915568
1911,oral histories,477,0.4419525065963061
1912,"Colonial records of French and Spanish slave ships and sales, and plantation records in all the former colonies",0,0.027704485488126648
1913,Southern Congressional bloc,839,0.7532981530343008
1914,learn to read and write,424,0.6912928759894459
1915,Chief Justice of Canada—or another justice,134,0.053497942386831275
1916,the Deputy of the Governor General of Canada—the Chief Justice of Canada—or another justice of the Supreme Court of Canada,85,0.578875171467764
1917,publishing a special issue of the Journals of the House of Commons,825,0.32647462277091904
1918,Two,468,0.4499314128943759
1919,governor general's letter read aloud by the speaker,936,0.7421124828532236
1920,Old Norse,32,0.1
1921,"Japanese quail are also used in biomedical research in fields such as genetics, embryology, nutrition, physiology, pathology, and toxicity studies",685,0.6538461538461539
1922,"the events of World War II led to the complete loss of quail lines bred for their song type, as well as almost all of those bred for egg production",155,0.2903846153846154
1923,Japanese breeders began to selectively breed for increased egg production.,27,0.04038461538461539
1924,"By 1940, the quail egg industry was flourishing,",102,0.14038461538461539
1925,Danish,205,0.7529880478087649
1926,11th,231,0.6374501992031872
1927,Modern birds can lay upward of 300 eggs a year,495,0.5551128818061088
1928,9th,154,0.14652501106684374
