qid,query,type
1113,A British minister thought which country was becoming an 'American satellite'?,Span
1114,From whom did Britain retake the Falkland Islands?,Span
1115,What can be deployed in fixed launchers but re-deploy at will?,Span
1116,Short range missiles are replacing what weapons?,Span
1117,How are targets aquired for non-ManPAD SAMs?,Span
1118,What are the SAMs called that are launched by individuals in the US?,Span
1119,What does MANPADS mean?,Span
1120,What sort of things did Bell collect as a child?,Span
1121,What was Bell's reward for his dehusking machine?,Span
1122,What sort of mill did Bell's neighbors run?,Span
1123,Who was Bell's closest friend as a child?,Span
1124,Bell's dehusking machine combined what with nail brushes?,Span
1125,What advancement aided in spreading knowledge across generations?,Span
1126,Having a surplus of food allowed farmers and hunter-gatherers to spend less time working on what?,Span
1127,The advancement of agriculture made what possible?,Span
1128,Who was able to support the people who were adding to the written knowledge of nature?,Span
1129,"Before agriculture advancements, what were farmers having to do?",Span
1130,In what year was the north-west pavilion turned into a swimming pool?,Span
1131,Who lived at Buckingham Palace during WWI?,Span
1132,Where were valuable items from Buckingham Palace taken during WWI?,Span
1133,The king refrained from doing what during the war?,Span
1134,Buckingham Palace was untouched during which war?,Span
1135,When did Julius Caesar die?,Span
1136,Which former lieutenant of Caesar was considered a public threat after Caesar was assassinated?,Span
1137,Which group of people conspired against Caesar in order to have him assassinated?,Span
1138,Why did the Roman senators wish to have Caesar assassinated?,Span
1139,Who was now considered to be the primary figure in the Roman state?,Span
1140,How many times did Archbishop Ramsey meet with Paul VI?,Span
1141,Where did Rolfe marry Pocahontas?,Span
1142,What center did Archbishop Ramsey open in Rome to improve Anglican and Catholic relations?,Span
1143,What did English laws not exclude people with some native blood from being?,Span
1144,Who married Indigenous women early on?,Span
1145,Who was Archbishop of Canterbury during Paul VI papacy?,Span
1146,Who was the first pope to meet with an Anglican Archbishop as an official Head of Church since 1960?,Span
1147,When was the wedding of Rolfe and Pocahontas?,Span
1148,In what Italian center was the Anglican center opened in by Archbishop Ramsey?,Span
1149,Who was an ancestor of the First Families of Virginia?,Span
1150,In what R&B group was she the lead singer?,Span
1151,What album made her a worldwide known artist?,Span
1152,When did Beyoncé rise to fame?,Span
1153,Who managed the Destiny's Child group?,Span
1154,When did Beyonce start becoming popular?,Span
1155,Which group of people did Franklin say would save candles by waking up earlier?,Span
1156,What kind of transportation network helped encourage keeping more exact schedules?,Span
1157,"In addition to cannon fire, what did Franklin suggest to act as Parisians' alarm clock?",Span
1158,In what year did Ben Franklin write a satire suggesting firing cannons at sunrise to wake people up?,Span
1159,"Who first published the proverb about waking up early and going to bed early to be ""healthy, wealthy, and wise""?",Span
1160,Where is a sixth upgrader being built in Alberta?,Span
1161,How much of the production of the Redwater plant will into diesel fuel?,Span
1162,How many asphalt upgraders operate in Alberta?,Span
1163,What synthetic product is produced by upgraders?,Span
1164,"Besides crude oil, what does the Suncor Energy plant produce?",Span
1165,Where did Enlightenment gain momentum?,Span
1166,What was the age of Enlightenment centered on?,Span
1167,From where does the phrase humanist originate? ,Span
1168,What is the basic training of a humanist?,Span
1169,What were the studia humanitatis competing against?,Span
1170,"Other then breastfeeding women, who what other category of woman should have increased water intake?",Span
1171,Who was similar recommended intake volumes as adults?,Span
1172,Why should lactating women increase their water consumption?,Span
1173,How much more water do lactating women need to consume in relation to the average woman?,Span
1174,How much more water should pregnant women consumed compared to an average non - pregnant woman?,Span
1175,What is the process in which cells fill in the interior of the gastrula to form the mesoderm called?,Span
1176,What do deuterostome embryos undergo during cell division?,Span
1177,What do deuterostomes and protostomes have in common?,Span
1178,"Who were considered ""white Indians""?",Span
1179,"Who had Indigenous ""Country wives""?",Span
1180,What is the process in which the mesoderm is formed through invagination of the endoderm called?,Span
1181,Where were legal wives usually kept?,Span
1182,"In which group does the anus form first, with the mouth developing secondarily?",Span
1183,"Who lived in native communities, speaking the language and participating in the affairs of tribes?",Span
1184,Why were some multiracial children sent to Europe?,Span
1185,How many nurses does Princess Margaret have on staff?,Span
1186,What kind of nursing services do outer islands nurses provide?,Span
1187,What is the only hospital in Tuvalu?,Span
1188,On which island in Tuvalu is the hospital?,Span
1189,How many nurses are provided to the outer islands?,Span
1190,What are dollar notes made from now adays?,Span
1191,What size currency are the new smaller notes similar to?,Span
1192,"Since 1914, who issues the dollar banknotes?",Span
1193,How long do the current notes measure?,Span
1194,What is most common paper made of?,Span
1195,During what hours is the lower deck turned off?,Span
1196,On what floor must restaurant customers clear their reservations?,Span
1197,"What levels make up the ""sky lobby""?",Span
1198,"During the low volume hours, what can the upper deck function as?",Span
1199,What type of elevators are used in the Taipei 101 office tower?,Span
1200,What is an example of passive solar design?,Span
1201,What is produced when the features of passive solar architecture are customized to the environment?,Span
1202,Socrate's what is a classic example of passive solar design?,Span
1203,What kind of equipment can improve system performance?,Span
1204,What is a common feature of passive solar architecture?,Span
1205,Which building's reconstruction cost $82 million?,Span
1206,Which Downtown tower was converted to residential use?,Span
1207,What was the former name of the Westin?,Span
1208,What was the former name of the Doubletree?,Span
1209,What part of Detroit still has high population density??,Span
1210,What medical scientist first proposed the clonal selection theory of immunology?,Span
1211,What triggers an immune response according to CST?,Span
1212,"In CST, what triggers a destructive immune response?",Span
1213,What property of T cells caused modification of CST?,Span
1214,When was clonal selection theory first proposed?,Span
1215,Over what span were the Baby Sandy films made?,Span
1216,In what year did the Channel Tunnel open?,Span
1217,When did local high speed rail service that linked London and Kent begin?,Span
1218,St. Pancras International is linked to Paris and other popular European tourist destinations via what method of transportation?,Span
1219,In the 20th century the Night Ferry was a boat train that provided connections between London and which cities?,Span
1220,London is directly connected to continental Europe through what rail service?,Span
1221,During what period were the Little Tough Guys films produced?,Span
1222,In what span did Universal produce westerns with Kirby Grant?,Span
1223,When did Universal make Tom Mix westerns?,Span
1224,In what period did Universal produce Hugh Herbert comedies?,Span
1225,What Holy Roman Emperor expedited the growth of Bohemia in the 14th century?,Span
1226,What was Czech civilization called back in the day?,Span
1227,When was Charles University founded in Prague?,Span
1228,What did Jan Hus advocate for among the Czech commoners?,Span
1229,Who contributed heavily to the effort to standardize Czech orthography?,Span
1230,What disciplines in medicine have particularly strong immunology applications?,Span
1231,Immunology studies the immune system in which three stages of existence?,Span
1232,"In general, what does immunology study?",Span
1233,Name three types of immunological disorders?,Span
1234,Immunology studies the functioning of the immune system in which two states of being?,Span
1235,What was the only city the Chinese allowed the Europeans into to trade?,Span
1236,What country near China did the Europeans first control?,Span
1237,What were the economies of the European empires built on?,Span
1238,Which empires grew during the 18th century?,Span
1239,Which two European companies traded in Canton?,Span
1240,Why are there differences in ancient copies of the same text?,Span
1241,What type of documents does a textual critic usually analyze?,Span
1242,What is the most used antihypertensive drug today?,Span
1243,What do textual critics call a revised edition of a text?,Span
1244,Who discovered Hydralazine?,Span
1245,What is  Chlorothiazide used to treat?,Span
1246,What was the name of the first oral vasodilator?,Span
1247,In what year was hydralazine discovered?,Span
1248,What is the proper name for textual scholarship?,Span
1249,What is the goal of the textual critic?,Span
1250,Who was not prepared for the financial crisis in 2007 by lacking a full understanding of the financial system?,Span
1251,What was one of  the conclusions of the U.S. Financial Crisis Inquiry Commission regarding the financial crisis of 2007?,Span
1252,When did the U.S. Financial Crisis Inquiry Commission report its findings?,Span
1253,Which business sector contributed to the financial crisis by acting recklessly and taking on too much risk?,Span
1254,What agency failed to stem the tide of toxic mortgages contributing to the financial crisis of 2007?,Span
1255,In what year was the first usage of the term heresy in a legal context?,Span
1256,Who intitiated Christianity to be a state church of the Roman Empire?,Span
1257,What did church authorities gain as a result of this edict?,Span
1258,What was the church lacking before the edict that would allow them to legally counter heresy?,Span
1259,What punishment is cited as church authorities being able to exact on individuals perceived as heretics?,Span
1260,How many deaths were associated with HIV/AIDS in Namibia in 2003?,Span
1261,How many people living in 2001 had HIV/AIDS in Namibia?,Span
1262,What is the life expectancy in Namibia?,Span
1263,During what period did people use Kermes vermilio to make red dye?,Span
1264,What does Kermes vermilio eat to survive?,Span
1265,What was the earliest known writing about dye from Aermenian cochineal?,Span
1266,From where did Romans acquire Kermes?,Span
1267,How much of the Namibian population is infected with HIV?,Span
1268,"What kind of bural was at Adaoutse, Bouches-du-Rhône?",Span
1269,What epidemic is a large problem in Namibia?,Span
1270,Who was Tito formally an ally of after WWII?,Span
1271,What is required to allocate individuals in subspecies populations correctly?,Span
1272,Who had a leading role in liberating Yugoslavia?,Span
1273,As early as what year was a spy ring set up in the Yugoslav party?,Span
1274,Who notably painted a picture of Mamie Eisenhower?,Span
1275,What was the main type of oil painting painted by Eisenhower?,Span
1276,What term is it customary to use instead of subspecies?,Span
1277,What did Wright feel it wouldn't take an anthropologist to easily distinguish between of in groups?,Span
1278,How should populations long inhabiting separate parts of the world be considered?,Span
1279,When did Sewall Wright make his suggestion about human populations?,Span
1280,What was Eisenhower's favorite hobby other than golfing?,Span
1281,"Who called Eisenhower's art ""simple and earnest""?",Span
1282,What car did Eisenhower compare modern art to?,Span
1283,From what domination did Yugoslavia liberate itself?,Span
1284,Who set up a spy ring in the Yugoslav party?,Span
1285,What cut of pork do those in Western North Carolina prefer for BBQ?,Span
1286,How many people visit the lexington Barbecue festival each year?,Span
1287,What is another name for Western North Carolina Barbecue?,Span
1288,What is a culinary staple of North Carolina?,Span
1289,What cut of pork do those in western North carolina prefer for BBQ?,Span
1290,What was the estimated value of CDO issuance in Q1 2008?,Span
1291,What was the estimated value of CDO issuance in Q1 2004?,Span
1292,What percent of CDO assets were subprime and other non-prime mortgage debt in 2007?,Span
1293,When did the issuance of CDO peak?,Span
1294,What was the estimated value of CDO issuance at it's peak in Q1 2007?,Span
1295,Where did carpet weaving in the Empire originate?,Span
1296,What was the custom for those wearing shoes indoors in the Ottoman empire?,Span
1297,Where did carpet weaving initially spread to inside of the Empire?,Span
1298,Which art was important in religious symbolism and as a decoration in the Ottoman empire?,Span
1299,Kilims were used by Turks to provide insulation where?,Span
1300,What neighborhood is the Tufts medical Center located in?,Span
1301,The Longwood medical and Academic Area is affiliated with what medical school?,Span
1302,A lot of Bostond medical facilities are associated with what?,Span
1303,What is the name of the first municipal Hospital in the US?,Span
1304,Tufts- new England medical Center was renamed what?,Span
1305,Where did Gaddafi's signal course take place?,Span
1306,"When Gaddafi returned to Libya, how did he view his country?",Span
1307,How did the Bovington sign course director think of Gaddafi?,Span
1308,"When Gaddafi traveled to London, did he attempt to blend into the English culture?",Span
1309,In what part of London did Gaddafi wear traditional Arab garb?,Span
1310,The evolutionary arms race between prey and predator has resulted in what?,Span
1311,Why do parasitic species lay their eggs on their prey?,Span
1312,The act of predation typically results in what for the prey?,Span
1313,What is the consumption of dead organic matter called?,Span
1314,What is the biological interaction where a predator feeds on its prey called?,Span
1315,When was the first bicycle lane created in New Haven? ,Span
1316,The lane stretch from East Rock park to what part of the city?,Span
1317,"In addition to Orange Street, what is a bike route recommended for use by the city of New Haven?",Span
1318,How is it possible to located the direction of bike lanes within the city?,Span
1319,What year did New Haven finally integrated bike lanes to most of the city?,Span
1320,What contagiously throbs during the week of events?,Span
1321,When is King Mom symbolically burnt?,Span
1322,What continues in various districts throughout the month of the Carnival?,Span
1323,How long does Aruba's biggest celebration last?,Span
1324,What type of costumes play a central role in the Queen elections?,Span
1325,"With Franco's dictatorship over, to what did Barcelona change their name ?",Span
1326,What competition did Barcelona win in 1966?,Span
1327,What team was dominate in the 1960s in La Liga?,Span
1328,"Due to the emergence of Fuste and Rexach, what competition did Barcelona win in 1963?",Span
1329,Who was present when Barcelona beat Real Madrid in 1968?,Span
1330,How many lions are found on the Golden Boot?,Span
1331,Who symbolizes the third lion not found on the Golden Boot trophy?,Span
1332,What do the ribbons on the trophy mean?,Span
1333,Where on the trophy can two of the lions be seen?,Span
1334,What does the green colour of Malachite on the Golden Boot represent?,Span
1335,Who was the only Arab leader not to attend Nasser's funeral?,Span
1336,What leader twice fainted during the funeral?,Span
1337,At what landmark did the funeral procession begin?,Span
1338,Who was the Soviet leader who attended Nasser's funeral?,Span
1339,How many people attended Nasser's funeral?,Span
1340,How many national titles were won when Knute Rockne coached at Notre Dame?,Span
1341,What was the amount of wins Knute Rockne attained at Notre Dame while head coach?,Span
1342,How many years was Knute Rockne head coach at Notre Dame?,Span
1343,In what year did the team lead by Knute Rockne win the Rose Bowl?,Span
1344,"The Notre Dame football team got a new head coach in 1918, who was it?",Span
1345,Who is the current head of KU's football program?,Span
1346,When did KU start fielding a football team?,Span
1347,How many times has the team from the University of Kansas appeared in the Orange Bowl?,Span
1348,What is the name of the facility that the KU football team plays in?,Span
1349,Who did KU defeat in the 2008 Orange Bowl?,Span
1350,The fashion capital of the world is what city in the US?,Span
1351,One of the biggest fashion shows in the world is named what in New York?,Span
1352,What is the name of the prominent fashion event that occurs in New York?,Span
1353,Who ranked New York as the fashion capital of the world?,Span
1354,By what other name is abstract expressionism known?,Span
1355,"Under ancient custom, an Act of Tynwald didn't go into effect until decreed at which location?",Span
1356,How much of the proposed act must be currently read aloud on St John's Day?,Span
1357,On what day does St John's Day occur?,Span
1358,Where is the open-air sitting of Tynwald usually held?,Span
1359,"Nowadays, only the short title and what else are read?",Span
1360,The trade of what luxury in East Africa was once centered on Mogadishu?,Span
1361,What civilization was Mogadishu a part of?,Span
1362,What was another name for Mogadishu?,Span
1363,In what location was Islam born?,Span
1364,What body of water separated Somalia from the land where Islam was born?,Span
1365,What linguistic event in English could we parallel with the Dutch lowering of diphthongs?,Span
1366,"Which language, in addition to German, did Stroop use to compare Dutch with when stating that the diphthongs ""should"" have lowered?",Span
1367,The lowering of diphthongs is intriguing partly because it's associated with what single gender?,Span
1368,In what decade did the Dutch diphthong lowering occur?,Span
1369,"What researcher posited that the lowering of diphthongs is ""natural""?",Span
1370,What architect continued work on the abbey?,Span
1371,What kind of pavement was commissioned for in front of the High Altar?,Span
1372,What was the abbey to Norman kings?,Span
1373,What played a large role in King Edward the Confessor's canonisation?,Span
1374,Who was reigning when Henry Yevele finished his work on the abbey?,Span
1375,What is Iran ranked in the world in proved gas reserves?,Span
1376,How much natural gas reserves does Iran have?,Span
1377,How much did Iran spend in oil imports in 2005?,Span
1378,How much oil reserves does Iran have?,Span
1379,Where does Iran rank in OPEC's top oil exporting nations?,Span
1380,Which group supported by Russia entered Balta in 1768?,Span
1381,The Russo-Turkish War resulted in what treaty?,Span
1382,During what years was the Russo-Turkish war?,Span
1383,Near what region was Balta bording?,Span
1384,The culmination of the Russo-Turkish war granted what to the citizens of Ottoman controlled Provinces in Moldavia?,Span
1385,How many editions of Heat have been launched?,Span
1386,What year did Beyoncé introduce her first fragrance?,Span
1387,Beyonce's first fragrance had what name?,Span
1388,What was Beyonce's third perfume named?,Span
1389,"Beyonce worked with who on her perfumes, True Star and True Star Gold?",Span
1390,How is COPD differentiated?,Span
1391,"If you are 65 years old and have an obstructive airway disesase, you are more likely to have what other conditions?",Span
1392,What is a complication of chronic asthma?,Span
1393,What are the principles of management for asthma and COPD?,Span
1394,Why is this not determined in a patient with COPD?,Span
1395,Which Dutch province is only partially comprised of speakers of Dutch low Saxon?,Span
1396,What's the name of the river that marks a dialect divide in the Netherlands?,Span
1397,"Although Dutch Low Saxon is similar to Low German, it's synchronically included with which language?",Span
1398,What dialect of Dutch is spoken in Drenthe?,Span
1399,When did cities like Diventer and Zutphen start becoming more linguistically diverse?,Span
1400,What trial took place on August 10 1939?,Span
1401,Why did the government  and civil service not want to relocate during the war?,Span
1402,The government planned to evacuate 1.4 million from which city?,Span
1403,How long were lights not allowed on after dark?,Span
1404,What was most unpopular affect of the war with civilians ?,Span
1405,In what borough is Fort Hamilton located?,Span
1406,Fort Wadsworth and Fort Totten are located in which area of New York City?,Span
1407,The U.S. military has only one active location in NYC named what?,Span
1408,What division is based at Fort Hamilton?,Span
1409,What is the name of the military base in New York City?,Span
1410,The Amoy dialect is a hybrid of what two dialects?,Span
1411,What is Taiwanese in Northern Taiwan based on?,Span
1412,"Besides Amoy, what is another hybrid of Quanzhou and Zhangzhou?",Span
1413,"In Singapore, the varient of Hokkien has a significant amount of loanwords from where?",Span
1414,What is Taiwanese in Southern Taiwan based on?,Span
1415,Housing for employees was built in what area during the 1920s?,Span
1416,A temporary secretariat building was built in New Delhi in what year?,Span
1417,In what year what New Delhi inaugurated as the capital of India?,Span
1418,What was the name of the last residential area built by the British Raj?,Span
1419,During what decade was the Lodhi colony built?,Span
1420,What was the population of Boston in 2014,Span
1421,Which of the United States is Boston located in?,Span
1422,The large metropolitan area of Boston is also called what?,Span
1423,What is the capital and largest city in Massachusetts?,Span
1424,How does the Arctic Ocean warm the Arctic?,Span
1425,How many square miles is the city proper of Boston?,Span
1426,What does temperature do with elevation?,Span
1427,Which of the the poles is colder?,Span
1428,What contributes to the Antarctic cold?,Span
1429,How high is the continent of Antarctica above sea level?,Span
1430,How did Colquhoun praise the French police?,Span
1431,When did the West Indies merchants in London create a police force?,Span
1432,How much cargo had been being stolen from West Indies merchants in London each year?,Span
1433,Where did the West Indies merchants in London create a police force?,Span
1434,Who convinced the West Indies merchants in London to establish police?,Span
1435,How far behind the east society was the western culture in domesticating ducks?,Span
1436,How did Lucius Columella recommend that one go abbout the business of domesticating ducks.?,Span
1437,When did ducks begin to appear in the books of Western Europeon Society ?,Span
1438,How long have ducks possibly been in domesticated domicile with humans?,Span
1439,Where ducks ever used as a type of commerence in the world?,Span
1440,When did youtube enter a partnership with NBC?,Span
1441,What is the name of the section in youtube that allows major content publishers to post full length movies and episodes?,Span
1442,"When did youtube launch the version of ""shows"" for the UK?",Span
1443,"What was the intended purpose of youtube's ""shows"" section?",Span
1444,In 2010 how many movies did youtube's rental service offer?,Span
1445,What usually partakes in a form of parthenogenesis?,Span
1446,What can happen to capacitors used in high energy capacitor banks?,Span
1447,GIving birth without fertilized eggs is called what?,Span
1448,What is one way to help minimize capacitor dangers?,Span
1449,What could cause the failure of a capacitor?,Span
1450,How many insects use parthenogenesis?,Span
1451,Aphis are usually female and what else during the summer?,Span
1452,Aphis have asexual and sexual what?,Span
1453,What can happen to capacitors used in high current applications?,Span
1454,What type of capacitors can generate soft x-rays?,Span
1455,What was a leading factor in the 16:9 aspect ratio being chosen?,Span
1456,Which encoding contains both progressive and interlaced content?,Span
1457,Which aspect ratio was the early favorite?,Span
1458,Who agreed upon the 16:9 aspect ratio?,Span
1459,What aspect ratio was agreed upon due to the influence of widescreen cinema?,Span
1460,What cause royal Hawaiian females to find themselves ugly?,Span
1461,What are some examples of how a noble person should look before Christians came?,Span
1462,Who brought Christian missionaries to Hawaii?,Span
1463,When would white men marry the paler and thinner Hawaiian ladies?,Span
1464,What did westerners call the women of Hawaii?,Span
1465,Who made the decision to base the American Unit on the weight on the Spanish dollar?,Span
1466,What defined the US dollar?,Span
1467,What was the average weight of a new Spanish dollar in terms of grains?,Span
1468,How many grams of gold roughly were in an eagle?,Span
1469,What was the dollar based on?,Span
1470,"What is used in PKZIP, Gzip and PNG?",Span
1471,What compression methods are among the most popular?,Span
1472,What is a current LZ based coding scheme that does well?,Span
1473,What is used in Microsoft's CAB format?,Span
1474,What serves as the basis of the Zip method?,Span
1475,Which insect manufactures it's own toxins?,Span
1476,Some beetles can spray what from their abdomen?,Span
1477,What chemical defense is used by the Monarch butterfly?,Span
1478,Insects become toxic by doing what with the chemicals from plants?,Span
1479,What kind of defense is found in the Coleoptera species?,Span
1480,"What did Darwin say that a ""well marked variety"" could be called?",Span
1481,Who is generally accepted as the voice of Freemasonry?,Span
1482,What was Albert Pike actually more of an expert in?,Span
1483,What did historians say that naturalists generally thought about the differences in variations in a species?,Span
1484,What did Darwin and Wallace make central to understanding the natural world?,Span
1485,What does Darwin believe about the differences between species and varieties?,Span
1486,What does Darwin theorize about different species with regard to variety?,Span
1487,Albert Pike's opinions were grounded in what?,Span
1488,"Who do the Protestant anti-Masons believe is the absolute authority on the use of mysticism, Satanism and occultism in Freemasonry?",Span
1489,What are some Protestant objections to Freemasonry?,Span
1490,"Had Milosevic not died, what charges might he have been convicted of?",Span
1491,Which former president was by far the most senior politician to be accused of genocidal crimes by the ICTY?,Span
1492,"With Milosevic dead, who did the ICTY next charge with crimes of genocide in 1995?",Span
1493,Where was Karadzic when he was finally arrested?,Span
1494,What event occurred in March 2006 that essentially ended Milosevic's trial?,Span
1495,What percentage range of uranium oxide is usually contained in low-grade uranium ore?,Span
1496,In what province of Canada is the Athabasca Basin?,Span
1497,What is the average percentage of uranium oxide contained in the ores mined in the Athabasca Basin?,Span
1498,In what country are high-grade uranium ores notably found?,Span
1499,"Along with underground, open pit and in-situ leaching, what sort of mining is used to mine uranium?",Span
1500,Where are the clicks meant for the top level page routed?,Span
1501,UI redress attack or User Interface redress attack is also known as what?,Span
1502,Where would a password typed on a seemingly authetic webpage be directed?,Span
1503,How istricking the user accomplished in clickjacking?,Span
1504,What is a malicious technique in which an attacker tricks the user into clicking on a button or link?,Span
1505,Who became leader of the Khurasan Hashimiyya in approximately 746?,Span
1506,Where did Marwan die?,Span
1507,When did the Hashimiyya conquer Kufa?,Span
1508,Who was the Umayyad governor of Khurasan who was defeated by Abu Muslim?,Span
1509,What symbol did Abu Muslim use in his revolt against the Umayyads?,Span
1510,When did Burke publish his Reflections on the Revolution in France?,Span
1511,Many pipelines owned by Shell in the Niger Delta are described as what?,Span
1512,How many copies did Reflections on the Revolution in France sell in 2 months?,Span
1513,Which of Burke's writings was inspired by Price's sermon?,Span
1514,Who translated 'Reflections on the Revolution in France' into French?,Span
1515,When was the tenth printing of the French translation of 'Reflections on the Revolution in France'?,Span
1516,"In contrast to its acceptance of responsibility for keeping the pipelines new, Shell has denied what?",Span
1517,What is a cause of severe environmental issues in the Niger Delta?,Span
1518,Shell has accepted responsibility for keeping its pipelines in what condition?,Span
1519,Environmental and human rights groups have created action plans to do what?,Span
1520,How many times the maximum AC voltage are AC capacitors designed to withstand?,Span
1521,What sport do the Richmond Kickers compete in?,Span
1522,What is the main feature of a supercapacitor?,Span
1523,With what Major League Baseball team are the Richmond Flying Squirrels associated?,Span
1524,What sport do the Washington Redskins play?,Span
1525,What type of capacitor is commonly used in electric motor circuits?,Span
1526,"As of 2010, what is the highest capacitance a supercapacitor has achieved?",Span
1527,What is one type of material with which a supercapacitor may be constructed?,Span
1528,What is the home ground of the Richmond Kickers?,Span
1529,Where did the Richmond Braves move to?,Span
1530,Who sat on a lower platform than the Tibetan cleric?,Span
1531,Who did the Emperor give the place of honor at his left to?,Span
1532,Where did the Yongle Emperor greet the Karmapa?,Span
1533,Who showed a great amount of respect to Deshin Shekpa?,Span
1534,When did Deshin Shekpa travels start?,Span
1535,What is the final of the three steps of Freemasonry?,Span
1536,Who was the chief architect of the Temple of Solomon?,Span
1537,"All Freemasons are progressively initiated, passed, and raised in three degrees of what?",Span
1538,How many versions of the Hiram myth are there?,Span
1539,The initiations are part allegory and part what?,Span
1540,"Who was executed by the federal government on March 18, 2003?",Span
1541,In what state is the Federal Correctional Complex in Terre Haute?,Span
1542,Under what federal statute are offenses punished by lethal injection?,Span
1543,According to what law are federal prisoners executed according to the procedures in place in the state in which they were convicted?,Span
1544,In what month and year was Juan Garza executed?,Span
1545, What was another name for the Conspiration des poignards?,Span
1546,What was the name of the assassination plot against Napoleon also known as the Infernal Machine?,Span
1547, When did the Conspiration des poignards take place?,Span
1548,What  family was supposed to have supported the January 1804 assassination plot targeting Napoleon?,Span
1549,The kidnapping of the Duke of Enghien violated the sovereignty of what locale?,Span
1550,Where did Athanasius think Faith resides?,Span
1551,Did he think that the people that had exiled him were true believers?,Span
1552,Who was the Festal Letter written for?,Span
1553,Did Athanasius feel that it was important to believe that Jesus was the Son of God?,Span
1554,Did his place more value on his Faith or where he was living?,Span
1555,What individuals are particularly susceptible to opportunistic infections?,Span
1556,When does infection begin?,Span
1557,What group is not easily infected?,Span
1558,What is a well capitalized ratio?,Span
1559,What group of humans have increased susceptibility to chronic or persistent infections?,Span
1560,What is it called when a pathogen grows within the host cells?,Span
1561,"If IndyMac's downgraded MBS bond ratings had been in effect at March 31, 2008, what would the bank's capital ratio have been?",Span
1562,What was the value of IndyMac's MBS bonds retained in its MBS portfolio that were downgraded in April 2008?,Span
1563,What was one of the agencies that downgraded a significant number of IndyMac's MBS bonds in April 2008?,Span
1564,How are the Canadian forces ranked in size compared to other military?,Span
1565,What is Today's annual cost of the Canadian Forces?,Span
1566,What is the total amount of Canadian Forces estimated to be in 2020?,Span
1567,"By what date is the primary reserve personnel estimated to go up by 30,000?",Span
1568,What is the total force of the Canadian Forces?,Span
1569,When did Moody's and Standard & Poor downgrade a significant number of IndyMac's MBS bonds?,Span
1570,Which of the wrestlers are the bad guys?,Span
1571,What can the audience do during a show?,Span
1572,How do the wrestlers treat the audience?,Span
1573,How does the audience being acknowledged by the wrestlers impact the show?,Span
1574,What kind of conflict can arise during a show?,Span
1575,Who won several award for his Monroe influenced music? ,Span
1576,What grop was Jesse McReynolds a part of?,Span
1577,What is crosspicking?,Span
1578,What technique did Jesse McReynolds create?,Span
1579,Who was the major bluegrass mandolinist that became popular in 1950's?,Span
1580,What is a superpower?,Span
1581,Who were the three original superpowers?,Span
1582,Who lost their superpower status in 1950s?,Span
1583,Who first used the term superpower?,Span
1584,What are middle powers?,Span
1585,What was the PS3 console able to play after the system software was updated to 3.50?,Span
1586,What version of firmware update gave the PlayStation 3 its 3D capability? ,Span
1587,"Along with Wipeout HD, what game did the press view in 3D in early 2009?",Span
1588,What word describes what happens to a game when is edited to add functions not originally programmed?,Span
1589,What company said it would bring 3D technology to the PS3?,Span
1590,What was there an influx of waves of coming into Sumerian lands?,Span
1591,"Even during the 3rd dynasty, what was happening to the racial makeup of the region?",Span
1592,Which dynasty of Ur was the last great Sumerian renaissance?,Span
1593,How long did the Babylonians and Assyrians continue to teach the Sumerian language in their schools?,Span
1594,Who guided Ur during the last gasp of power?,Span
1595,What public department inspects the restaurants of New York?,Span
1596,"According to Michelin, about how many fine dining restaurants exist in New York?",Span
1597,How many mobile food vendors operate in New York City?,Span
1598,How many restaurants are there in NYC?,Span
1599,How many restaurants is New York home to?,Span
1600,What is the purpose of a pesticide?,Span
1601,What are pesticides most commonly used for?,Span
1602,"What item commonly used in hospitals, schools and offices is a pesticide?",Span
1603,What can pesticides protect plants from?,Span
1604,What is the difference between a pesticide and a plant protection product?,Span
1605,"Who left Fort Watuaga, crossed the Appalachians, and attacked the British army in South Carolina in 1780?",Span
1606,Who lost the Battle of Kings Mountain in South Carolina?,Span
1607,Who lead the Cherokee attack on Fort Watuaga in 1776?,Span
1608,What did American settlers call the Cherokee who attacked Fort Watuaga in 1776?,Span
1609,What was the name of the Chickamauga leader's cousin who helped settlers escape his raids?,Span
1610,About how many cultural and artistic organizations are in New York City?,Span
1611,Approximately how many galleries of art are in New York City?,Span
1612,What technological development led resulted in elaborate stage productions? ,Span
1613,Who was Hart's writing partner?,Span
1614,The Broadway Musical began in what decade?,Span
1615,Innovations in what kind of management is Dell known for?,Span
1616,What sales model did Dell follow?,Span
1617,"For the majority of Dell's existence, what were they a vendor of?",Span
1618,What market did Dell begin to compete in in 2009?,Span
1619,What company did Dell acquire in 2009?,Span
1620,In what year was an England football match aired only via the internet for the first time?,Span
1621,Approximately how many total viewers watched the England World Cup qualifier on the internet on 10 October 2009?,Span
1622,What did Chopin reply to the doctor when asked is he was suffering?,Span
1623,What did Solange's husband make hours after Chopin's death along with his death mask?,Span
1624,Why did Chopin request being cut open after his death?,Span
1625,Why did Chopin want his body opened when he died?,Span
1626,Who made Chopin's death mask?,Span
1627,What was the first season in which England's qualifiers and friendlies were broadcast on ITV?,Span
1628,What network is ITV's affiliate in northern and central Scotland?,Span
1629,Commentated broadcasts of all England matches air on what network?,Span
1630,"Why didn't the Japanese launch their planned attack on September 22, 1945?",Span
1631,When did San Diego's population grow so rapidly that it nearly doubled?,Span
