qid,query,type
1178,"Which film has the director died first, Resan Till Dej or Rocking Moon?",bridge_comparison
1179,What nationality is the performer of song Flames (Sg Lewis Song)?,compositional
1180,What is the date of death of Mary Of Lancaster's mother?,compositional
1181,"Which film came out first, Demolition University or Kumiko, The Treasure Hunter?",comparison
1182,Who is Adela Of Pfalzel's father?,inference
1183,Where was the place of death of the composer of song Love Is Here To Stay?,compositional
1184,"Who is older, Brooks Orpik or Tian Tao?",comparison
1185,Where was the place of burial of the director of film High Lane (Film)?,compositional
1186,What is the award that the director of film Disorganized Crime got?,compositional
1187,"Did the movies Pallard The Punter and America'S Medicated Kids, originate from the same country?",comparison
1188,Where did Princess Pilar Of Bavaria's mother die?,compositional
1189,Who is the mother-in-law of Maria Caroline Gibert De Lametz?,inference
1190,Where was the director of film Milarepa (2006 Film) born?,compositional
1191,"Which film was released earlier, The Star Of Valencia or The Commuters?",comparison
1192,Who is Prince Friedrich Sigismund Of Prussia (1891–1927)'s maternal grandfather?,inference
1193,Where was the place of death of the director of film Absolute Quiet?,compositional
1194,Where was the place of burial of Nancy Lincoln's husband?,compositional
1195,Where was the place of death of the director of film The Lion And The Mouse (1914 Film)?,compositional
1196,"Where was the place of burial of Margaret Clifford, Countess Of Cumberland's father?",compositional
1197,"Which film has the director born later, The Canyon Of Light or Diary For My Mother And Father?",bridge_comparison
1198,What is the place of birth of the composer of song Bullet (Misfits Song)?,compositional
1199,"Which film came out earlier, A Lizard In A Woman'S Skin or Hyderabad Nawabs?",comparison
1200,Who is William Stanley (Battle Of Bosworth)'s sibling-in-law?,inference
1201,"Who is the father of Charles, Duke Of Durazzo?",inference
1202,When did Nicholas I Of Opole's father die?,compositional
1203,"Did the movies The Million Eyes Of Sumuru and The Great Outdoors (Film), originate from the same country?",comparison
1204,When was the director of film Slap Her... She'S French born?,compositional
1205,"Who is Wenceslaus Ii, Duke Of Cieszyn's paternal grandfather?",inference
1206,"Where did Catherine Of Taranto, Countess Of Copertino's mother die?",compositional
1207,Who is Katherine Stieglitz's stepmother?,inference
1208,"Which film has the director born earlier, Annaye Atyachar or The Last Days Of Frank And Jesse James?",bridge_comparison
1209,"Which film has the director died earlier, A Day With The Devil or 5 År – Som Vi Så Dem?",bridge_comparison
1210,"Which film has the director who is older, Annie B. or Cadillac Man?",bridge_comparison
1211,Where was the place of death of the director of film Kathputli (1971 Film)?,compositional
1212,"Who was born later, Cidálio Caetano or Namita D'Souza?",comparison
1213,"Which film was released more recently, Higher Principle or Where The Dead Go To Die?",comparison
1214,"Where did Albert V, Prince Of Anhalt-Dessau's father die?",compositional
1215,What is the date of birth of Margravine Louise Charlotte Of Brandenburg's mother?,compositional
1216,"Which film came out first, Satan'S Cheerleaders or All My Friends Are Leaving Brisbane?",comparison
1217,"Which film has the director who died later, Gypped In The Penthouse or A Summer'S Tale?",bridge_comparison
1218,Who is the maternal grandfather of Helvig Of Schauenburg?,inference
1219,Who is Otto Iv Of Schaumburg's maternal grandmother?,inference
1220,"Do the movies Too Many Crooks and Lost Patrol (1929 Film), originate from the same country?",comparison
1221,What is the place of birth of Hilda González De Duhalde's husband?,compositional
1222,What is the place of birth of the director of film Nightwatching?,compositional
1223,"Which film came out first, Celine: Through The Eyes Of The World or Dilan 1991?",comparison
1224,"Which film has the director died later, Fugitives For A Night or Chinese In Paris?",bridge_comparison
1225,Where was the place of death of the director of film Gallant Sons?,compositional
1226,What is the place of birth of Iva Mihanovic's husband?,compositional
1227,Are Salla Huancane and Ichhu Rutuna located in the same country?,comparison
1228,What is the cause of death of director of film The Trap (1959 Film)?,compositional
1229,Where was the performer of song Stranded (Agnes Carlsson Song) born?,compositional
1230,Who is the paternal grandfather of George Cochrane (Politician)?,inference
1231,Who is the paternal grandfather of Bolesław Januszowic?,inference
1232,Where was the performer of song High (Knut Anders Sørum Song) born?,compositional
1233,"Which film has the director died first, Beyond The Last Frontier or Capek'S Tales?",bridge_comparison
1234,Who is the father of the director of film La Caída?,compositional
1235,Who is the stepfather of Lorenzo Strozzi?,inference
1236,Who is the spouse of the director of film Aladdin Aur Jadui Chirag?,compositional
1237,"Who was born later, Patrick Janvier or Nicolas About?",comparison
1238,"Which film has the director who was born first, Catch That Kid or Jeepers Creepers 2?",bridge_comparison
1239,"Which film has the director who died first, Hit Parade Of 1947 or Khiladi 420?",bridge_comparison
1240,Are Paris Sewer Museum and Musée National Des Douanes located in the same country?,comparison
1241,"Which film was released earlier, The Pistol: The Birth Of A Legend or Unborn In The Usa?",comparison
1242,Who is the father-in-law of Empress Xiao'Aizhe?,inference
1243,"Who is the mother-in-law of William Ii, Count Of Hainaut?",inference
1244,When was the director of film Reykjavík-Rotterdam born?,compositional
1245,"Which film was released first, Sesh Sangbad or Theresa: The Body Of Christ?",comparison
1246,Where was the performer of song Calm Down Dearest born?,compositional
1247,"Which film has the director who died later, Love In Bangalore or Kærlighed Og Mobilisering?",bridge_comparison
1248,"Are the movies Amy (2015 Film) and Manhattan Angel, from the same country?",comparison
1249,"Which film came out first, Donga Ramudu or George Who??",comparison
1250,"Which film has the director who was born later, Life Is A Long Quiet River or Peruvazhiyambalam?",bridge_comparison
1251,"Who was born later, Joseph J. Magliocco or Viktoriya Zeynep Güneş?",comparison
1252,Are This'Ll Make You Whistle and The Christmas Candle both from the same country?,comparison
1253,Who is Princess Adelgunde Of Bavaria's mother-in-law?,inference
1254,"What is the place of birth of the director of film Happy Mother'S Day, Love George?",compositional
1255,"Which film came out first, Murder By Proxy or Rx Murder?",comparison
1256,Which country Mohammed Al-Modiahki's wife is from?,compositional
1257,Where was the mother of Archduchess Maria Theresa Of Austria (1862–1933) born?,compositional
1258,Who is Ibrahim Shah Of Selangor's paternal grandfather?,inference
1259,"Which film whose director was born first, In The Midst Of My Days or Outcasts Of The Trail?",bridge_comparison
1260,Where was the composer of film O Quatrilho born?,compositional
1261,What is the place of birth of the director of film Melancholie Der Engel?,compositional
1262,"Which film has the director born later, Mister Buddwing or Road To Istanbul?",bridge_comparison
1263,Where was the wife of Michael Bryce born?,compositional
1264,Who is Philippe Charles D'Arenberg's uncle?,inference
1265,Where did Cornelia James Cannon's husband graduate from?,compositional
1266,What is the place of birth of Princess Magdalena Augusta Of Anhalt-Zerbst's mother?,compositional
1267,"Who is Charles I, Count Of Ligny's paternal grandfather?",inference
1268,"Which film was released more recently, The Gorgeous Hussy or Operación Rosa Rosa?",comparison
1269,Where was the place of burial of Şehzade Mehmed Ziyaeddin's father?,compositional
1270,Which country the performer of song Tu Amor No Es Garantía is from?,compositional
1271,Are Mcleod Lake (Alberta) and Devils Lake (North Dakota) located in the same country?,comparison
1272,What is the place of birth of the performer of song Hands (Mike Perry Song)?,compositional
1273,Where did Hamida Banu Begum's husband die?,compositional
1274,"Which film has the director who was born earlier, All About Anna or Spy Today, Die Tomorrow?",bridge_comparison
1275,"Who is Eleanor Of Aragon, Countess Of Toulouse's paternal grandfather?",inference
1276,"Which film has the director who is older, Natchathiram or Alle Gaar Rundt Og Forelsker Sig?",bridge_comparison
1277,"Which film was released more recently, Nua Bou or The Damned United?",comparison
1278,What is the place of birth of the performer of song Trust Me (Pandora Song)?,compositional
1279,"Who is Thomas Stafford, 3Rd Earl Of Stafford's father?",inference
1280,What is the date of death of Carlo I Cybo-Malaspina's father?,compositional
1281,"Which film was released earlier, The Grocer'S Son or Terror Of The Steppes?",comparison
1282,Where was the place of death of Archduke Stefan Of Austria's father?,compositional
1283,"Which film has the director who was born later, Diary For My Lovers or Jacknife?",bridge_comparison
1284,"Who was born first, Johannes Falkenberg or Alice Stewart Trillin?",comparison
1285,"Which film whose director was born first, Del Rosa Al Amarillo or Rose Of The Yukon?",bridge_comparison
1286,Which country Mary Cowper's husband is from?,compositional
1287,Where was the director of film Revenge Of The Ninja born?,compositional
1288,What is the award that the director of film Armaan (1953 Film) got?,compositional
1289,What is the date of birth of the director of film Then I Sentenced Them All To Death?,compositional
1290,Who is the father of the composer of song Ett Gammalt Fult Och Elakt Troll Det Var En Gång?,compositional
1291,Do both films: Munnettam and Alex Pandian have the directors from the same country?,bridge_comparison
1292,"Which film was released more recently, Stronger Than Regulations or Rattle Of A Simple Man?",comparison
1293,"Who is older, Cary Devall Langhorne or Jiří Maštálka?",comparison
1294,"Where did Adolph Of Cleves, Lord Of Ravenstein's mother die?",compositional
1295,Who is Shir Ali Oglan's paternal grandfather?,inference
1296,When was the director of film Uncle Silas (Film) born?,compositional
1297,"Do both films, Nutcase (Film) and Mother Fish, have the directors who are from the same country?",bridge_comparison
1298,Who is the paternal grandfather of Princess Feodora Of Hohenlohe-Langenburg?,inference
1299,When did Petre Bagration-Gruzinsky's father die?,compositional
1300,"Who died later, Saeed Nafisi or Wilhelm Knechtel?",comparison
1301,Who is the father-in-law of Lady Nicholas Windsor?,inference
1302,Who is the paternal grandmother of Sigrid Of Sweden (1566–1633)?,inference
1303,Who is Stateira (Wife Of Artaxerxes Ii)'s father-in-law?,inference
1304,Where did the performer of song Breathe (Delilah Song) study?,compositional
1305,What is the place of birth of the director of film The Ride (1994 Film)?,compositional
1306,"Which film has the director born earlier, Long Range Patrol (Film) or Doa: Dead Or Alive?",bridge_comparison
1307,"Which film has the director born earlier, Trucker'S Woman or Jyoti Bane Jwala?",bridge_comparison
1308,Who was the teacher of the composer of film The Cousin From Nowhere (1953 Film)?,compositional
1309,Who is Stephanie Alfonso Of Castile's paternal grandmother?,inference
1310,Are both Coon Lake and Lake Verret located in the same country?,comparison
1311,"Who is younger, Carlos Reyté or Dominic Jacotin Gamble?",comparison
1312,"Who is Robert Deane, 1St Baron Muskerry's paternal grandfather?",inference
1313,"When did Otto Ii, Prince Of Anhalt-Aschersleben's father die?",compositional
1314,Are The Manny and A Heart Returns Home both from the same country?,comparison
1315,"Which film has the director born earlier, Frozen Land or Leaves From Satan'S Book?",bridge_comparison
1316,"Which film has the director who died earlier, Gold For The Caesars or Heinz In The Moon?",bridge_comparison
1317,"Which film came out earlier, Emmy Of Stork'S Nest or Indira Vizha?",comparison
1318,"Which film was released more recently, High School Musical: El Desafío or North Of Arizona?",comparison
1319,"Did the movies Inside The Room and Crude Set Drama, originate from the same country?",comparison
1320,"Which film has the director who was born later, Traces Of An Amorous Life or Heroes Del Aire?",bridge_comparison
1321,"Where did Albert, Margrave Of Meissen (1934–2012)'s mother die?",compositional
1322,Where was the place of death of Princess Maria Alix Of Saxony's father?,compositional
1323,"Do both films, The Great Train Robbery (1941 Film) and The Eternal City (1923 Film), have the directors who are from the same country?",bridge_comparison
1324,"Which film has the director died later, The Battle Of Bademunde or The Ghost That Never Returns?",bridge_comparison
1325,Who is the sibling-in-law of Marie Thérèse De Choiseul?,inference
1326,Where was the place of death of the composer of song How Long Has This Been Going On??,compositional
1327,What nationality is the director of film World And Time Enough?,compositional
1328,"Which film whose director is younger, Oorige Upakari or Rathimanmadhan?",bridge_comparison
1329,"Which film came out earlier, Diary For My Mother And Father or The Story Of Gilbert And Sullivan?",comparison
1330,What is the date of birth of Iseabail Ní Mheic Cailéin's father?,compositional
1331,What is the place of birth of the director of film Undiscovered?,compositional
1332,What is the place of birth of Fanny Bornedal's father?,compositional
1333,"Which film was released first, Pocholo, Pichuca Y Yo or The Naked Runner?",comparison
1334,What is the place of birth of Prince Nayef Bin Abdullah's father?,compositional
1335,"Which album was released first, A Little Light Left or The Best Of Celly Cel?",comparison
1336,"Which film has the director who died earlier, Aldri Annet Enn Bråk or True Confessions (Film)?",bridge_comparison
1337,Where did Karl Eduard Zachariae Von Lingenthal's father study?,compositional
1338,Who is Carl Rustad's father?,inference
1339,Where was the husband of Elizabeth Ilive born?,compositional
1340,"Who died later, George Cressman or Herbert Douglas Anthony?",comparison
1341,"Who is Joanna, Duchess Of Durazzo's paternal grandmother?",inference
1342,What is the place of birth of Jamie Campbell (Documentary Filmmaker)'s wife?,compositional
1343,"When did Charles Powlett, 2Nd Baron Bayning's father die?",compositional
1344,Where does the director of film Love In The Afternoon (1972 Film) work at?,compositional
1345,"Which film has the director who died later, A Journey Through Filmland or The Shepherd Lassie Of Argyle?",bridge_comparison
1346,"Which film has the director who is older, Fantastic Voyage or On The Riviera?",bridge_comparison
1347,"Where was the mother of Theresa Of Portugal, Queen Of León born?",compositional
1348,What nationality is Infanta Mariana Victoria Of Portugal's mother?,compositional
1349,Where did the director of film Rajaratha study?,compositional
1350,"Who is Clare Fitzroy, Countess Of Euston's paternal grandfather?",inference
1351,"Which film has the producer died earlier, The Criminal (1960 Film) or A Soldier'S Oath?",bridge_comparison
1352,What is the place of birth of Lorenza Agoncillo's mother?,compositional
1353,Where did the director of film Saadia (Film) graduate from?,compositional
1354,Where was the director of film Summer'S Blood born?,compositional
1355,What is the place of birth of the director of film The Possession Of Hannah Grace?,compositional
1356,Are Wizard Of The Saddle and Billy And Percy both from the same country?,comparison
1357,Where was the father of Lope Díaz Ii De Haro born?,compositional
1358,Where was the father of Iacopo Iii Appiani born?,compositional
1359,"Which film has the director died later, Hombisilu or O Sport, You Are Peace!?",bridge_comparison
1360,"Who is the mother of Agnes Mortimer, Countess Of Pembroke?",inference
1361,"Which film has the director died earlier, Our Friends, The Hayseeds or The Broken Coin?",bridge_comparison
1362,"Which film was released earlier, Soaked In Bleach or Schneeland?",comparison
1363,Which award the director of film Things Behind The Sun got?,compositional
1364,"Who died first, Wilhelm Christian Magelssen or August Söderman?",comparison
1365,Who was born first out of Gilles Marguet and P. K. Abdul Aziz?,comparison
1366,Where did the presenter of Tim Russert (Talk Show) die?,compositional
1367,"Which film has the director who was born first, Swayamkrushi or Reign Over Me?",bridge_comparison
1368,What is the place of birth of the performer of song Eestlane Olen Ja Eestlaseks Jään?,compositional
1369,"When did Baldwin Ii, Count Of Hainaut's father die?",compositional
1370,Where was the place of burial of the director of film Society Girl (1932 Film)?,compositional
1371,"Where did Frederick, Prince Of Hohenzollern's father die?",compositional
1372,"Which film has the director who was born first, Horrible Bosses or Some Kind Of Life?",bridge_comparison
1373,"Who is Guitier, Count Of Rethel's maternal grandmother?",inference
1374,Which country the performer of song Reach Out For Me is from?,compositional
1375,"Which film has the director born first, 30 Days In Atlanta or Les Tuche 3?",bridge_comparison
1376,Where did Prince Ferdinand Of Bavaria's mother die?,compositional
1377,"Are both Dargi, Kerman and Bmahray located in the same country?",comparison
1378,"Which film has the director born first, Pacar Ketinggalan Kereta or Annie From Tharau?",bridge_comparison
1379,Do both directors of films Wrong Turn 5: Bloodlines and Dark River (2017 Film) have the same nationality?,bridge_comparison
1380,Where was the place of burial of Princess Barbara Of Prussia's father?,compositional
1381,Which country the performer of song 98.6 (Song) is from?,compositional
1382,"Who is the child of the director of film Truth Or Consequences, N.M. (Film)?",compositional
1383,Who is Václav E. Beneš's sibling-in-law?,inference
1384,"Who is the paternal grandfather of Waldemar V, Prince Of Anhalt-Köthen?",inference
1385,Where was the performer of song Falling (Bruce Guthro Song) born?,compositional
1386,Which country Maria Of Nassau (1491–1547)'s father is from?,compositional
1387,Who is the mother of the founder of Tibiyo Takangwane?,compositional
1388,"What is the date of death of Albert Iv, Prince Of Anhalt-Köthen's father?",compositional
1389,"Which film has the director who is older than the other, Ven Mi Corazón Te Llama or Waking The Dead (Film)? ",bridge_comparison
1390,Who is the mother-in-law of Margarete Weißkirchner?,inference
1391,Who is the spouse of the performer of song Ängeln I Rummet?,compositional
1392,"Who is older, William Henry Rodes Green or Eleanor Of Lancaster?",comparison
1393,Who is the paternal grandfather of Prince Henri Of Orléans?,inference
1394,What is the award that the director of film Manila By Night won?,compositional
1395,"Do both films, Humko Deewana Kar Gaye and Dozakh In Search Of Heaven, have the directors who are from the same country?",bridge_comparison
1396,Where does the director of film Ma Mère work at?,compositional
1397,"Who is younger, Naci Öğün or Ephraim B. Hall?",comparison
1398,Who is the spouse of the performer of song Forever Everyday?,compositional
1399,Who is the maternal grandfather of Archduchess Maria Immakulata Of Austria?,inference
1400,"Which film has the director who is older, Heremias or S.P.Q.R.: 2,000 And A Half Years Ago?",bridge_comparison
1401,"Where was the mother of William Iv, Count Of Toulouse born?",compositional
1402,"Which film has the director who is older, Divorce In Montevideo or The Western Whirlwind?",bridge_comparison
1403,Who is the maternal grandmother of Prince Feodor Alexandrovich Of Russia?,inference
1404,Which award the director of film Tiramisu (2002 Film) earned?,compositional
1405,"Who is the maternal grandfather of Guiscarda, Viscountess Of Béarn?",inference
1406,Where was the father of Teobaldo Ii Ordelaffi born?,compositional
1407,"Who is the paternal grandmother of Balthasar, Count Of Nassau-Wiesbaden-Idstein?",inference
1408,What is the date of birth of Todd R. Wanek's father?,compositional
1409,Where was the place of death of Countess Anna Of Nassau's husband?,compositional
1410,"Which film has the director born later, One Day In The Life Of Andrei Arsenevich or Wolves Of The Range?",bridge_comparison
1411,What is the place of birth of Eiludd Powys's father?,compositional
1412,Are both Todos Santos Lake and Parqu Qucha (Bolivia) located in the same country?,comparison
1413,Who is Iynefer Ii's mother-in-law?,inference
1414,Were Max Eastman and Arthur Kay (Musician) of the same nationality?,comparison
1415,"Which film whose director is younger, Dangerously They Live or Salad By The Roots?",bridge_comparison
1416,What is the place of birth of the performer of song Come Closer (Chris Andrews Song)?,compositional
1417,"Who was born later, Rosica Colin or Leif Kristian Nestvold-Haugen?",comparison
1418,"Who lived longer, Anne Russell, Countess Of Bedford or Francisco Barreto?",comparison
1419,Where was the director of film Talk About A Stranger born?,compositional
1420,"Which film was released more recently, The Matriarch or Le Donk & Scor-Zay-Zee?",comparison
1421,Where was the father of Prabhu (Actor) born?,compositional
1422,"Which film has the director born earlier, Tlayucan or Spaceways?",bridge_comparison
1423,"Who is older, Aryeh Ben-Eliezer or Jason Pociask?",comparison
1424,Are A Land Imagined and The Story Of A Three-Day Pass both from the same country?,comparison
1425,"What is the date of death of Peter Ii, Count Of La Marche's father?",compositional
1426,"Which film has the director died earlier, Mrugaalaya or They Came To Blow Up America?",bridge_comparison
1427,Are Nobody Home (Film) and From Dawn Till Sunset both from the same country?,comparison
1428,"Which film has the director who was born later, Aloha, Bobby And Rose or The Elusive Avengers?",bridge_comparison
1429,"Which film has the director born first, The Bong Connection or The Whole Shootin' Match?",bridge_comparison
1430,Who is Prince Hermann Friedrich Of Leiningen's paternal grandmother?,inference
1431,Who is Mary Fielding Smith's grandchild?,inference
1432,Where was the father of Islam Shah Suri born?,compositional
1433,What is the date of birth of the director of film The Man Who Finally Died?,compositional
1434,Who is Charles Armand Powlett's paternal grandfather?,inference
1435,What nationality is the performer of song He Goes To Church On Sunday?,compositional
1436,What is the date of death of Elisabeth Of Meissen's father?,compositional
1437,"Who died later, Frederick I, Elector Of Saxony or Merton Russell-Cotes?",comparison
1438,What is the date of death of Duke Alexander Of Württemberg (1804–1885)'s father?,compositional
1439,Was Charles Nelson Corey or Maria Newell born first?,comparison
1440,When is Victor Levasseur (Cartographer)'s father's birthday?,compositional
1441,"Which film has the director who died first, The Year Of The Rabbit or Monster On The Campus?",bridge_comparison
1442,"Which film has the director who died later, 'Neath The Arizona Skies or Romance In A Minor Key?",bridge_comparison
1443,Are both Byzantine Museum Of Ioannina and Christian Chalkidiki Exhibition located in the same country?,comparison
1444,"Who is younger, Mike Senese or Bessie Lee?",comparison
1445,Where was the place of death of the director of film This Kind Of Love (Film)?,compositional
1446,"Which film came out earlier, Le Coeur À L'Ouvrage or The Law And The Woman?",comparison
1447,"Which album was released first, Don'T Freak Me Out or Love & War (Barlowgirl Album)?",comparison
1448,Who is the paternal grandfather of James Bruce (1769–1798)?,inference
1449,"Which film was released first, The Killing Room or Dance Raja Dance?",comparison
1450,"What nationality is Adolf, Duke Of Holstein-Gottorp's father?",compositional
1451,"Which film has the director died earlier, Her Husband'S Affairs or Happiness For Two?",bridge_comparison
1452,"Which film whose director is younger, If My Country Should Call or Brooklyn'S Finest?",bridge_comparison
1453,Where was the father of Eduardo Frei Ruiz-Tagle born?,compositional
1454,Who is Prince Carlos Of Bourbon-Two Sicilies's paternal grandfather?,inference
1455,Where was the place of death of the director of film Dinosaurus!?,compositional
1456,"Who is younger, Beji Caid Essebsi or Baker Brownell?",comparison
1457,"Which film has the director born earlier, God'S Gift To Women or The Gay Nighties?",bridge_comparison
1458,"Which film has the director who was born later, Wild Boys Of The Road or That Royle Girl?",bridge_comparison
1459,"Which film has the director died first, The Big Caper or Grips, Grunts And Groans?",bridge_comparison
1460,What is the date of birth of the director of film Santee (Film)?,compositional
1461,Where does Lara Trump's husband work at?,compositional
1462,What is the date of death of the director of film Attack Of The Normans?,compositional
1463,Are both Kafrahlat Jallad and Qatma located in the same country?,comparison
1464,Where was the place of death of the director of film Harrison And Barrison?,compositional
1465,Are the directors of films What Made Her Do It? and The Stunt Man both from the same country?,bridge_comparison
1466,"Who was born first, John Beach or Gordon Persons?",comparison
1467,"Which film came out earlier, Alkohol or Night Of Dark Shadows?",comparison
1468,"Are both movies, Law Of The Barbary Coast and My Piece Of The Pie, from the same country?",comparison
1469,Where does Chrissy Gephardt's father work at?,compositional
1470,Where was the place of death of the performer of song You Were Made For Me (Song)?,compositional
1471,Who is the father of the director of film Little Joe (Film)?,compositional
1472,"Which film has the director who is older than the other, But Not In Vain or The Beast Of Babylon Against The Son Of Hercules? ",bridge_comparison
1473,"Which film has the director who died first, The Quiller Memorandum or La Quintrala?",bridge_comparison
1474,"Which film was released more recently, Venky or Tender Mercies?",comparison
1475,"Which film whose director is younger, American Hustle or The Fair Cheat?",bridge_comparison
1476,What nationality is the performer of song Sucu Sucu?,compositional
1477,"Which film has the director born earlier, Murder, He Says or The Sin Of Rogelia Sanchez?",bridge_comparison
1478,"Which film has the director died first, Ask A Policeman or The Half-Naked Truth?",bridge_comparison
1479,"Which film has the director born first, The Waterboy or Léolo?",bridge_comparison
1480,"Where was the place of death of James Butler, 4Th Earl Of Ormond's father?",compositional
1481,Where was the director of film Bangalore Naatkal born?,compositional
1482,"Where was the place of death of the director of film Captain Mikula, The Kid?",compositional
1483,Where did the composer of film Henry V (1944 Film) die?,compositional
1484,Who is Amalie Adlerberg's stepfather?,inference
1485,Who is the paternal grandfather of Bolesław Ii Of Niemodlin?,inference
1486,"Which film whose director is younger, Heads I Win, Tails You Lose or The Incredible Sarah?",bridge_comparison
1487,Who is Wang Xijie's father-in-law?,inference
1488,Who is the maternal grandmother of Sancho Ramírez?,inference
1489,Are the directors of both films Elopement (Film) and Girls In White from the same country?,bridge_comparison
1490,"Which film has the director who was born earlier, We Are The Freaks or Road Hard?",bridge_comparison
1491,"Are director of film Peppermint Candy and director of film The Good, The Bad, The Weird both from the same country?",bridge_comparison
1492,"Which film has the director died later, Just Like A Woman (1939 Film) or Madigan'S Millions?",bridge_comparison
1493,"Which film has the director who died later, Hem Från Babylon or A City Upside Down?",bridge_comparison
1494,Who is Russell Thaw's father?,inference
1495,"Who was born earlier, Mark Brzezicki or Edouard Mondron?",comparison
1496,Where was the place of death of the director of film They Only Kill Their Masters?,compositional
1497,"Are both villages, Lehututu and Kat Kiyars, located in the same country?",comparison
1498,Where did Ermengarde Of Limburg's husband die?,compositional
1499,"Which film has the director who is older, Prem Parbat or L'Affaire Maurizius?",bridge_comparison
1500,Where does Princess Rym Al-Ali's father work at?,compositional
1501,What is the place of birth of the director of film A Woman'S Face (1938 Film)?,compositional
1502,Where was the composer of film Ride (2012 Film) born?,compositional
1503,Who is Gaius Rubellius Blandus's father-in-law?,inference
1504,Where did the director of film One Day In Europe graduate from?,compositional
1505,Who is the child of the director of film An Event?,compositional
1506,Which country Susan Roces's husband is from?,compositional
1507,"Which film was released earlier, The Clink Of Ice or Guilty??",comparison
1508,Who is Eleonore Of Liechtenstein's sibling-in-law?,inference
1509,"Which film has the director born later, Escape From The 'Liberty' Cinema or The Man From Tia Juana?",bridge_comparison
1510,Where was the place of burial of Prince Christian Of Hanover (1885–1901)'s mother?,compositional
1511,What is the place of birth of the director of film The Pedestrian (Film)?,compositional
1512,Where was the place of death of Caroline Of Hesse-Homburg's father?,compositional
1513,"Which film has the director who was born first, Hills Of Hate or Creepshow?",bridge_comparison
1514,Are Janise Yntema and Bianca Halstead from the same country?,comparison
1515,"Which film has more directors, Flesh For Frankenstein or The End Is My Beginning?",comparison
1516,"Which film came out first, Mama'S Little Pirate or Beauties On Motor Scooters?",comparison
1517,Are the directors of both films Single White Female and A Heart In Winter from the same country?,bridge_comparison
1518,What is the date of death of the director of film Holocaust 2000?,compositional
1519,Where did the director of film The Bride Came C.O.D. die?,compositional
1520,Do Beth Willman and Elva Dryer share the same nationality?,comparison
1521,"Which film has the director died first, Face In The Rain or Above The Rim?",bridge_comparison
1522,"Which album was released more recently, The Wicked Symphony or The Best Of Pure Voice?",comparison
1523,"Who is Philippe, Duke Of Anjou's maternal grandfather?",inference
1524,Where was the performer of song Ballade Pour Adeline born?,compositional
1525,"Who is the father-in-law of Elizabeth Stuart, Countess Of Lennox?",inference
1526,Who is the maternal grandmother of Margaret De Clare?,inference
1527,"Where did John Ii, Duke Of Cleves's wife die?",compositional
1528,Where was the director of film Yang ± Yin: Gender In Chinese Cinema born?,compositional
1529,"Who was born earlier, Lewis Edward Emerson or Oronzo Pugliese?",comparison
1530,"Which film has the director died later, Mexican Spitfire'S Elephant or Revenge (1918 Film)?",bridge_comparison
1531,Who is the maternal grandfather of Eysteinn?,inference
1532,"Which film whose director is younger, Hell To Pay (2014 Film) or Darwin'S Nightmare?",bridge_comparison
1533,Where was the performer of song Now That I'Ve Found You born?,compositional
1534,Who is Halaevalu MataʻAho ʻAhomeʻE's father-in-law?,inference
1535,What is the date of death of Konoe Nobuhiro's mother?,compositional
1536,What nationality is Margaret Of Hereford's mother?,compositional
1537,"Which museum was founded first, Casoria Contemporary Art Museum or Leverian Collection?",comparison
1538,"Who is the paternal grandmother of Sancha Of Castile, Queen Of Navarre?",inference
1539,Who is the mother of the director of film Zoolander?,compositional
1540,"Which film has the director born later, The Way To Love or My Love Came Back?",bridge_comparison
1541,What nationality is Imperial Noble Consort Chunhui's husband?,compositional
1542,"Which film was released first, The Madonna'S Secret or Krrish?",comparison
1543,"Which film has the director born first, Please Give or Moonstruck?",bridge_comparison
1544,Who is Salin Mibaya's maternal grandmother?,inference
1545,"Which film has the director who is older, Summer Interlude or Biraj Bahu?",bridge_comparison
1546,Who is the paternal grandfather of Kerry Earnhardt?,inference
1547,"Who is the maternal grandmother of Louis, Dauphin Of France (Son Of Louis Xv)?",inference
1548,"Which film has the director died earlier, Suwanda Denuna Jeewithe or Tjitra?",bridge_comparison
1549,"Which film has the director died earlier, Operation Bullshine or The Princess And The Clown?",bridge_comparison
1550,What nationality is the director of film Beauty No. 1?,compositional
1551,"Which film came out earlier, He Laughed Last or Paris Playboys?",comparison
1552,Where does the director of film Monsoon (2014 Film) work at?,compositional
1553,Who is Maud De Clare's paternal grandfather?,inference
1554,Do Colin Chapman (Primatologist) and Kohl Stewart share the same nationality?,comparison
1555,"Which film has the director died later, Pacific Rendezvous or Calling Bulldog Drummond?",bridge_comparison
1556,Where did the director of film Brother Rat die?,compositional
1557,What is the place of birth of the director of film Secret Service Of The Air?,compositional
1558,"Which film has the director died first, Giggi Il Bullo or With Davy Crockett At The Fall Of The Alamo?",bridge_comparison
1559,"Do both films, The Heart Is Deceitful Above All Things and Challenge Of The Gladiator, have the directors who are from the same country?",bridge_comparison
1560,Where was the director of film Belle Toujours born?,compositional
1561,What is the date of birth of James Bruce Lockhart's father?,compositional
1562,Who is Louis X Of France's maternal grandfather?,inference
1563,Who is Coirpre Mac Fogartaig's paternal grandfather?,inference
1564,Who is Ariq Böke's paternal grandmother?,inference
1565,"Which film has the director who was born first, Miss Tatlock'S Millions or Village Of The Damned (1995 Film)?",bridge_comparison
1566,What is the date of death of Princess Isabelle Of Orléans (1900–1983)'s father?,compositional
